  Denonimation,  Date creation,  Siege social,  Forme juridique,  Secteur d activite,  url,  Registre de commerce,  Capital
 SNDKR2011B9484, 1 000 000SOCIETE DE REALISATION DE PROGRAMMES IMMOBILIERS SUARL - SOREPI SUARL,21/07/2011,N°287 UNITE 25 PARCELLES...,S.U.A.R.L,IMMOBILIER,http://www.creationdentreprise.sn/societe-de-realisation-de-programmes-immobiliers-suarl-sorepi-suarl, SNDKR2011B9484, 1 000 000
 SNDKR2011B9482, 1 000 000MAMOUR SARR COMPAGNIE SUARL - MS CO SUARL,21/07/2011,CITE DJILY MBAYE YOFF VILLA N...,S.U.A.R.L,MATERIAUX DE CONSTRUCTION,http://www.creationdentreprise.sn/mamour-sarr-compagnie-suarl-ms-co-suarl, SNDKR2011B9482, 1 000 000
 SNDKR2011B8431, 1 000 000SOCIETE D&#039;APPLICATION ET D&#039;EQUIPEMENT TECHNIQUE SUARL - SAET AFRIQUE SUARL,08/07/2011,PARCELLES ASSAINIES UNITE 14...,S.U.A.R.L,PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/societe-dapplication-et-dequipement-technique-suarl-saet-afrique-suarl, SNDKR2011B8431, 1 000 000
 SNDKR2011B9203, 1 050 000DABAKH OFFICE SARL,18/07/2011,AVENUE BLAISE DIAGNE x RUE 7,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/dabakh-office-sarl, SNDKR2011B9203, 1 050 000
 SNDKR2011B9058, 1 000 000DEFIM SARL,15/07/2011,MARISTES SCAT URBAM LOT N°30...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),IMMOBILIER,http://www.creationdentreprise.sn/defim-sarl, SNDKR2011B9058, 1 000 000
 SNDKR2011B9040, 1 000 000UNITE DE TRANSFORMATION DU SALOUM SUARL - U.T.S SUARL,14/07/2011,LIBERTE 6 N°7933,S.U.A.R.L,AGRICULTURE,http://www.creationdentreprise.sn/unite-de-transformation-du-saloum-suarl-uts-suarl, SNDKR2011B9040, 1 000 000
 SNDKR2011B8887, 1 000 000AFRICAN SOLUTIONS,13/07/2011,2 ROUTE DE NGOR VIRAGE / 64070,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/african-solutions, SNDKR2011B8887, 1 000 000
 SNDKR2011B9036, 1 000 000NDIAWENNE VOYAGES SARL,14/07/2011,5 RUE MADELEINE NGOM IMMEUBLE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),TOURISME,http://www.creationdentreprise.sn/ndiawenne-voyages-sarl, SNDKR2011B9036, 1 000 000
 SNDKR2011B9198, 2 000 000DIORSARA SARL,18/07/2011,SICAP FOIRE VILLA N°10654,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/diorsara-sarl, SNDKR2011B9198, 2 000 000
 SNDKR2011B9063, 1 000 000SN DEVELOPPEMENT SUARL,15/07/2011,12 BOULEVARD DJILY MBAYE...,S.U.A.R.L,NTIC / NOUVELLES TECHNOLOGIES / INFORMATIQUE,http://www.creationdentreprise.sn/sn-developpement-suarl, SNDKR2011B9063, 1 000 000
 SNDKR2011B8884, 1 000 000GLOBAL INTEGRATED POWER ENGINEERING SUARL - G.I.P.E SUARL,13/07/2011,RUFISQUE 15 GUENDEL 1,S.U.A.R.L,ENERGIE / PRODUITS PETROLIERS,http://www.creationdentreprise.sn/global-integrated-power-engineering-suarl-gipe-suarl, SNDKR2011B8884, 1 000 000
 SNDKR2011B8543, 1 000 000AHMAD MULTISERVICES TRANSIT SARL - AMS TRANSIT SARL,11/07/2011,CITE FADIA EXTENSION VILLA N°...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/ahmad-multiservices-transit-sarl-ams-transit-sarl, SNDKR2011B8543, 1 000 000
 SNDKR2011B9371, 1 000 000TOUBA MEDIA SARL,07/07/2011,SCAT URBAM HANN LOT N°141...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),INDUSTRIE CULTURELLE,http://www.creationdentreprise.sn/touba-media-sarl, SNDKR2011B9371, 1 000 000
 SNDKR2011B9608, 2 000 000SOCIETE D&#039;EXPLOITATION DES RESSOURCES ANIMALES,25/07/2011,HAMO 6 VILLA N°E/52 DAKAR,S.U.A.R.L,ELEVAGE,http://www.creationdentreprise.sn/societe-dexploitation-des-ressources-animales, SNDKR2011B9608, 2 000 000
 SNDKR2011B9306, 1 000 000PERFORMA CONSTRUCTION SARL,19/07/2011,ROUTE DU MERIDIEN PRESIDENT...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),BTP,http://www.creationdentreprise.sn/performa-construction-sarl, SNDKR2011B9306, 1 000 000
 SNDKR2011B9707, 10 000 000WEST AFRICAN RICE SA - WAR SA,26/07/2011,30 CITE AIR SENEGAL NORD FOIRE,SOCIETE ANONYME (S.A),AGRICULTURE,http://www.creationdentreprise.sn/west-african-rice-sa-war-sa, SNDKR2011B9707, 10 000 000
 SNDKR2011B9481, 1 000 000LA SENEGALAISE DES OIGNONS-POMMES DE TERRE ET AILS SARL - HOPA SENEGAL,21/07/2011,CAMBERENE 2 VILLA N°178,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/la-senegalaise-des-oignons-pommes-de-terre-et-ails-sarl-hopa-senegal, SNDKR2011B9481, 1 000 000
 SNDKR2011B9370, 1 000 000ALS TECHNOLOGIES SARL,20/07/2011,CITE KHANDAR OUEST FOIRE N°14...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),NTIC / NOUVELLES TECHNOLOGIES / INFORMATIQUE,http://www.creationdentreprise.sn/als-technologies-sarl, SNDKR2011B9370, 1 000 000
 SNDKR2011B9713, 6 500 000PATEO A AND A SARL,26/07/2011,SICAP LIBERTE 4 VILLA N°5089/K,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/pateo-and-sarl, SNDKR2011B9713, 6 500 000
 SNDKR2011B9712, 1 000 000OLIVER QUEEN SARL,26/07/2011,GUEDIAWAYE N°668 CROISEMENT...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),ALIMENTAIRE,http://www.creationdentreprise.sn/oliver-queen-sarl, SNDKR2011B9712, 1 000 000
 SNDKR2011B9529, 1 000 000SOCIETE GENERALE DE TRANSPORT ET DE NEGOCE SARL - SOGETRAN SARL,22/07/2011,CITE KEUR KHADIM HAMO 3 S 17,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),TRANSPORT,http://www.creationdentreprise.sn/societe-generale-de-transport-et-de-negoce-sarl-sogetran-sarl, SNDKR2011B9529, 1 000 000
 SNDKR2011B9609, 10 000 000VELASCO SENEGAL SA,25/07/2011,POINT E RUE 2 x C VILLA N°8B,SOCIETE ANONYME (S.A),BTP,http://www.creationdentreprise.sn/velasco-senegal-sa, SNDKR2011B9609, 10 000 000
 SNDKR2011B8372, 10 000 000LUMIERE SA,27/06/2011,RUE EMILE ZOLA x PASSAGE LE...,SOCIETE ANONYME (S.A),IMMOBILIER,http://www.creationdentreprise.sn/lumiere-sa, SNDKR2011B8372, 10 000 000
 SNDKR2011B8373, 10 000 000SOURCE SA,27/06/2011,RUE EMILE ZOLA x PASSAGE LE...,SOCIETE ANONYME (S.A),IMMOBILIER,http://www.creationdentreprise.sn/source-sa, SNDKR2011B8373, 10 000 000
 SNDKR2011B8433, 1 000 000ACTIVITES MINES ET CARRIERES SARL - AMC AFRIQUE SARL,08/07/2011,DAKAR AVENUE BOURGUIBA N°12,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),INDUSTRIE EXTRACTIVE - MINES ET CARRIERES,http://www.creationdentreprise.sn/activites-mines-et-carrieres-sarl-amc-afrique-sarl, SNDKR2011B8433, 1 000 000
 SNDKR2011B8542, 1 000 000NEGOS SARL,11/07/2011,43 RUE WAGANE DIOUF,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/negos-sarl, SNDKR2011B8542, 1 000 000
 SNDKR2011B9200, 1 262 710 000ENERGIE RURALE AFRICAINE SA - ERA SA,18/07/2011,PROVISOIREMENT 13-15 RUE...,SOCIETE ANONYME (S.A),MATERIELS ELECTRIQUES,http://www.creationdentreprise.sn/energie-rurale-africaine-sa-era-sa, SNDKR2011B9200, 1 262 710 000
 SNDKR2011B9060, 1 000 000SUMSOL SENEGAL SUARL,15/07/2011,RUE MALENFANT x ABDOU KARIM...,S.U.A.R.L,MATERIELS ELECTRIQUES,http://www.creationdentreprise.sn/sumsol-senegal-suarl, SNDKR2011B9060, 1 000 000
 SNDKR2011B12893, 50 000 000COMPAGNIE SENEGALAISE DE TRANSFORMATION ET DE CONDITIONNEMENT SA - CSTC SA,03/10/2011,5 RUE FELIX EBOUE,SOCIETE ANONYME (S.A),ALIMENTAIRE,http://www.creationdentreprise.sn/compagnie-senegalaise-de-transformation-et-de-conditionnement-sa-cstc-sa, SNDKR2011B12893, 50 000 000
 SNDKR2011B12963, 1 000 000AFBIOM SARL,03/10/2011,SACRE COEUR EXTENSION VILLA N...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),ENERGIE / PRODUITS PETROLIERS,http://www.creationdentreprise.sn/afbiom-sarl, SNDKR2011B12963, 1 000 000
 SNDKR2011B, 1 000 000SUNU KEUR SARL,03/10/2011,ROUTE DE L&#039;AEROPORT A...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/sunu-keur-sarl, SNDKR2011B, 1 000 000
 SNDKR2011C429, 1 000 000COUMBA PRESTIGE SUARL,18/07/2011,RUE 19 x 26 MEDINA,S.U.A.R.L,BTP,http://www.creationdentreprise.sn/coumba-prestige-suarl, SNDKR2011C429, 1 000 000
 SNDKR2011B9708, 1 000 000COMPLEXE AVICOLE WATHIOU SARL - C.A.W SARL,26/07/2011,PARCELLES ASSAINIES UNITE 24...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),ELEVAGE,http://www.creationdentreprise.sn/complexe-avicole-wathiou-sarl-caw-sarl, SNDKR2011B9708, 1 000 000
 SNDKR2011B9709, 1 000 000AFRIKGOLD SARL,26/07/2011,DAKAR HLM 5 VILLA N°2393,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),INDUSTRIE EXTRACTIVE - MINES ET CARRIERES,http://www.creationdentreprise.sn/afrikgold-sarl, SNDKR2011B9709, 1 000 000
 SNDKR2011B9706, 1 000 000EVOLUTION SERVICES SARL,26/07/2011,57 AVENUE ALBERT SARRAUT,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/evolution-services-sarl, SNDKR2011B9706, 1 000 000
 SNDKR2011B9710, 1 000 000ARENOM GROUP SARL,26/07/2011,HLM 5 VILLA N°2393,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),AGRICULTURE,http://www.creationdentreprise.sn/arenom-group-sarl, SNDKR2011B9710, 1 000 000
 SNDKR2011B9714, 1 000 000SCORPION TRADING SUARL,26/07/2011,DAKAR PATTE D&#039;OIE CITE...,S.U.A.R.L,COMMERCE,http://www.creationdentreprise.sn/scorpion-trading-suarl, SNDKR2011B9714, 1 000 000
 SNDKR2011B9704, 10 000 000SENHUILE SA,26/07/2011,CITE DES JEUNES CADRES LEBOUS...,SOCIETE ANONYME (S.A),AGRICULTURE,http://www.creationdentreprise.sn/senhuile-sa, SNDKR2011B9704, 10 000 000
 SNDKR2011B12382, 1 000 000EXPRESS YOUR MIND,21/09/2011,43 RUE VINCENS,S.U.A.R.L,COMMUNICATION,http://www.creationdentreprise.sn/express-your-mind, SNDKR2011B12382, 1 000 000
 SNDKR2011B12170, 10 000 000SENEGAL MINING CORPORATION SA,16/09/2011,CITE AIR FRANCE OUEST FOIRE N...,SOCIETE ANONYME (S.A),INDUSTRIE EXTRACTIVE - MINES ET CARRIERES,http://www.creationdentreprise.sn/senegal-mining-corporation-sa, SNDKR2011B12170, 10 000 000
 SNDKR2011B12860, 1 000 000AG INTERNATIONAL IMPORT EXPORT SUARL,29/09/2011,CITE HACIENDA N°15,S.U.A.R.L,COMMERCE,http://www.creationdentreprise.sn/ag-international-import-export-suarl, SNDKR2011B12860, 1 000 000
 SNDKR2011B12962, 1 000 000EUROPA CERAMIQUE SUARL,03/10/2011,SOPRIM EXTENSION CROISEMENT...,S.U.A.R.L,MATERIAUX DE CONSTRUCTION,http://www.creationdentreprise.sn/europa-ceramique-suarl, SNDKR2011B12962, 1 000 000
 SNDKR2011B12972, 1 000 000TECMA SARL,03/10/2011,YOFF MBENGUENE FACE AVENUE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/tecma-sarl, SNDKR2011B12972, 1 000 000
 SNDKR2011B12505, 1 000 000SENEGALCITY.COM SARL,23/09/2011,OUEST FOIRE N°201,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),TRANSPORT,http://www.creationdentreprise.sn/senegalcitycom-sarl, SNDKR2011B12505, 1 000 000
 SNDKR2011B12804, 20 000 000MRS HOLDINGS SENEGAL SA,29/09/2011,4 RUE PARCHAPPE x MAGE...,SOCIETE ANONYME (S.A),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/mrs-holdings-senegal-sa, SNDKR2011B12804, 20 000 000
 SNDKR2011B13354, 1 000 000CABINET ARCHITECTURE WOURY DIA SARL,11/10/2011,72 CITE DJILY MBAYE YOFF,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),BTP,http://www.creationdentreprise.sn/cabinet-architecture-woury-dia-sarl, SNDKR2011B13354, 1 000 000
 SNDKR2011B13513, 1 000 000ABL INTERNATIONAL SARL,13/10/2011,30 RUE DE THIONG,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/abl-international-sarl, SNDKR2011B13513, 1 000 000
 SNDKR2011B12806, 10 000 0003BE SARL,29/09/2011,ROUTE DE POTOU x RUE 6 BEL AIR,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),INDUSTRIES CHIMIQUES,http://www.creationdentreprise.sn/3be-sarl, SNDKR2011B12806, 10 000 000
 SNDKR2011B14004, 1 000 000INOX SUARL,25/10/2011,ALMADIES ROUTE DE NGOR,S.U.A.R.L,RESTAURATION ET DEBITS DE BOISSONS,http://www.creationdentreprise.sn/inox-suarl, SNDKR2011B14004, 1 000 000
 SNDKR2011B12568, 1 000 000TRANSIT INTERNATIONAL MARITIME,26/07/2011,CENTRAL PARK 1ER ETAGE N°1012...,S.U.A.R.L,TRANSPORT,http://www.creationdentreprise.sn/transit-international-maritime, SNDKR2011B12568, 1 000 000
 SNDKR2011B12562, 1 000 000ETHNIK MEDIA SARL,26/09/2011,DAKAR 231 SIPRES 2,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMUNICATION,http://www.creationdentreprise.sn/ethnik-media-sarl, SNDKR2011B12562, 1 000 000
 SNDKR2011B13358, 1 000 000BITTY LOKHO TRANSPORT LOGISTIQUE SARL - B.L SARL,11/10/2011,P 23 MARISTES EXTENSION,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),TRANSPORT,http://www.creationdentreprise.sn/bitty-lokho-transport-logistique-sarl-bl-sarl, SNDKR2011B13358, 1 000 000
 SNDKR2011B13356, 1 000 000SERMED SARL,11/10/2011,SACRE COEUR 3 VILLA N°9992,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/sermed-sarl, SNDKR2011B13356, 1 000 000
 SNDKR2011B13244, 1 000 000A M F SARL,07/10/2011,SACRE CEOUR 3 VDN VILLA N°...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),BTP,http://www.creationdentreprise.sn/m-f-sarl, SNDKR2011B13244, 1 000 000
 SNDKR2011B13355, 1 000 000NOUSRA SARL,11/10/2011,122 CITE STADE LEOPOLD SEDAR...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/nousra-sarl, SNDKR2011B13355, 1 000 000
 SNDKR2011B12503, 1 000 000AGRI TRADE SARL,23/09/2011,CITE SIPRES CAP DES BICHES N°...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),AGRICULTURE,http://www.creationdentreprise.sn/agri-trade-sarl, SNDKR2011B12503, 1 000 000
 SNDKR2011B13079, 1 000 000TROIS POM&#039; MALEINE DIOP-ESPACE D&#039;EDUCATION SARL,04/10/2011,DAKAR POINT E RUE DE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),EDUCATION - FORMATION,http://www.creationdentreprise.sn/trois-pom-maleine-diop-espace-deducation-sarl, SNDKR2011B13079, 1 000 000
 SNDKR2011B13015, 1 000 000AGRITRANS SARL,04/10/2011,SICAP FOIRE N°10753,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),AGRICULTURE,http://www.creationdentreprise.sn/agritrans-sarl, SNDKR2011B13015, 1 000 000
 SNDKR2011B12252, 1 000 000LA VOLIERE SARL,19/09/2011,NORD FOIRE N°53,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),EDUCATION - FORMATION,http://www.creationdentreprise.sn/la-voliere-sarl, SNDKR2011B12252, 1 000 000
 SNDKR2011B12251, 1 000 000DAGA LOUGA SARL,19/09/2011,6 BIS RUE CARNOT,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),BTP,http://www.creationdentreprise.sn/daga-louga-sarl, SNDKR2011B12251, 1 000 000
 SNDKR2011B12245, 2 000 000AFRICA LOGISTICS SARL - ALS SARL,19/09/2011,SICAP BAOBABS N°568,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),BTP,http://www.creationdentreprise.sn/africa-logistics-sarl-als-sarl, SNDKR2011B12245, 2 000 000
 SNDKR2011B12247, 1 000 000SENEGALAISE DE DISTRIBUTION ET DE SERVICES SARL - S.D.S SARL,19/09/2011,CITE DAKAR MARINE NORD FOIRE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/senegalaise-de-distribution-et-de-services-sarl-sds-sarl, SNDKR2011B12247, 1 000 000
 SNDKR2011C12303, 1 000 000GIE GROUPEMENT VOLCONSA LOPESAN GEAUR MBOUR,19/09/2011,LIBERTE 6 EXTENSION VDN N°10,G.I.E,BTP,http://www.creationdentreprise.sn/gie-groupement-volconsa-lopesan-geaur-mbour, SNDKR2011C12303, 1 000 000
 SNDKR2011B12301, 1 000 000OCEAN LINSYS - DAKAR BRANCH SARL,20/09/2011,26 AVENUE JEAN JAURES APPT...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PECHE,http://www.creationdentreprise.sn/ocean-linsys-dakar-branch-sarl, SNDKR2011B12301, 1 000 000
 SNDKR2011B12300, 1 000 000TOP EVENTS AND COM SARL,20/09/2011,SACRE CEOUR 3 N°9287,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMUNICATION,http://www.creationdentreprise.sn/top-events-and-com-sarl, SNDKR2011B12300, 1 000 000
 SNDKR2011B13832, 1 000 000SYCO SENEGAL SARL,20/10/2011,1 AVENUE DU SENEGAL IMMEUBLE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),IMMOBILIER,http://www.creationdentreprise.sn/syco-senegal-sarl, SNDKR2011B13832, 1 000 000
 SNDKR2011B13983, 10 000 000AM STELLA SA,24/10/2011,DAKAR POINT E RUE A ANGLE 4...,SOCIETE ANONYME (S.A),TRANSPORT,http://www.creationdentreprise.sn/am-stella-sa, SNDKR2011B13983, 10 000 000
 SNDKR2011B13984, 1 000 000KONEXCOM AFRIKA SARL,24/10/2011,NORD FOIRE VILLA N°56 A COTE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMUNICATION,http://www.creationdentreprise.sn/konexcom-afrika-sarl, SNDKR2011B13984, 1 000 000
 SNDKR2011B12253, 10 000 000CIC TILO SOLAR SARL,19/09/2011,SCAT URBAM B12 SUD FOIRE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/cic-tilo-solar-sarl, SNDKR2011B12253, 10 000 000
 SNDKR2011B12211, 1 000 000SOCIETE ITALO-SENEGALAISE INTERNATIONALE BAOBAB SARL - S.I.S.I.B SARL,19/09/2011,213 AVENUE MALICK SY x...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/societe-italo-senegalaise-internationale-baobab-sarl-sisib-sarl, SNDKR2011B12211, 1 000 000
 SNDKR2011B12122, 1 000 000GLOBAL A.M.S SARL,15/09/2011,CITE IMPOTS ET DOMAINES N°246,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),TOURISME,http://www.creationdentreprise.sn/global-ams-sarl, SNDKR2011B12122, 1 000 000
 SNDKR2011B12067, 1 000 000GROUPE D4INVESTISSEMENTS ET DE TECHNOLOGIES INDUSTRIELLES SA - G.I.T.I. SA,15/09/2011,PROVISOIREMENT VDN IMMEUBLE...,SOCIETE ANONYME (S.A),BTP,http://www.creationdentreprise.sn/groupe-d4investissements-et-de-technologies-industrielles-sa-giti-sa, SNDKR2011B12067, 1 000 000
 SNDKR2011B12066, 1 000 000COST REDUCTION ANALYST SENEGAL SUARL - CRA SENEGAL SUARL,15/09/2011,SICAP AMITIE 2 N°4238,S.U.A.R.L,PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/cost-reduction-analyst-senegal-suarl-cra-senegal-suarl, SNDKR2011B12066, 1 000 000
 SNDKR2011B12047, 1 000 000POXER ONE SARL,14/09/2011,77 AVENUE PEYTAVIN,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),ENERGIE / PRODUITS PETROLIERS,http://www.creationdentreprise.sn/poxer-one-sarl, SNDKR2011B12047, 1 000 000
 SNDKR2011B12298, 1 000 000SOCIETE SENEGALAISE DE COMMUNICATION SARL - 2S COM SARL,20/09/2011,LIBERTE 6 EXTENSION VDN N°01,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/societe-senegalaise-de-communication-sarl-2s-com-sarl, SNDKR2011B12298, 1 000 000
 SNDKR2011B12070, 1 000 000GLOBAL TRANSPORT SARL,14/09/2011,PARCELLES ASSAINIES UNITE 26...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),TRANSPORT,http://www.creationdentreprise.sn/global-transport-sarl, SNDKR2011B12070, 1 000 000
 SNDKR2011B12117, 1 000 000COSMOS BG SARL,13/09/2011,DAKAR 31 BIS CITE ASSEMNLEE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),IMMOBILIER,http://www.creationdentreprise.sn/cosmos-bg-sarl, SNDKR2011B12117, 1 000 000
 SNDKR2011B11715, 10 000 000GROUPE DE SOCIETES INTERNATIONALE DE TRANSPORT D&#039;IMMOBILIER ET D&#039;ENERGIES RENOUVELABLES SA - GROUPE S.I.T.I.E SA,08/09/2011,21 RUE DE THANN 1ER ETAGE,SOCIETE ANONYME (S.A),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/groupe-de-societes-internationale-de-transport-dimmobilier-et-denergies-renouvelables-sa-groupe, SNDKR2011B11715, 10 000 000
 SNDKR2011B12114, 1 000 000WATTO CONSULTING GROUP SARL - W.C.G. SARL,15/09/2011,OUEST FOIRE CITE AELMAS VILLA...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/watto-consulting-group-sarl-wcg-sarl, SNDKR2011B12114, 1 000 000
 SNDKR2011B12299, 1 000 000AKD SERVICES SENEGAL SARL - AKD-2S SARL,20/09/2011,POINT E RUE DES ECRIVAINS /...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/akd-services-senegal-sarl-akd-2s-sarl, SNDKR2011B12299, 1 000 000
 SNDKR2011B11628, 1 000 000CLINIQUE OASIS SARL,06/09/2011,SICAP SACRE CEOUR 3 VDN N°9255,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),SANTE,http://www.creationdentreprise.sn/clinique-oasis-sarl, SNDKR2011B11628, 1 000 000
 SNDKR2011B12049, 1 000 000RIO.COM SARL,14/09/2011,RUFISQUE RUE PASCAL x OUSMANE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),EDITION / POLYGRAPHIQUE / IMPRIMERIE / PAPIERS-CARTON,http://www.creationdentreprise.sn/riocom-sarl, SNDKR2011B12049, 1 000 000
 SNDKR2011B12119, 1 000 000SENPLANET SARL,15/09/2011,ROUTE DU FRONT DE TERRE...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),NTIC / NOUVELLES TECHNOLOGIES / INFORMATIQUE,http://www.creationdentreprise.sn/senplanet-sarl, SNDKR2011B12119, 1 000 000
 SNDKR2011B12120, 1 000 000AFRICA SERVICES CORPORATION SARL - ASCORP SARL,15/09/2011,LIBERTE 6 EXTENSION N°81/2,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMUNICATION,http://www.creationdentreprise.sn/africa-services-corporation-sarl-ascorp-sarl, SNDKR2011B12120, 1 000 000
 SNDKR2011B12250, 3 000 000CARAT SARL,19/09/2011,ALMADIES ZONE 15 IMMEUBLE ICB...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),BTP,http://www.creationdentreprise.sn/carat-sarl, SNDKR2011B12250, 3 000 000
 SNDKR2011B12212, 1 000 000SENEGALAISE D&#039;INTERIM SARL,19/09/2011,MERMOZ PYROTECHNIE N°31,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),PRESTATIONS DE SERVICES,http://www.creationdentreprise.sn/senegalaise-dinterim-sarl, SNDKR2011B12212, 1 000 000
 SNDKR2011B12249, 1 000 000SENUMERIK SARL,19/09/2011,RUE COLBERT ANGLE RUE FELIX...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),EDITION / POLYGRAPHIQUE / IMPRIMERIE / PAPIERS-CARTON,http://www.creationdentreprise.sn/senumerik-sarl, SNDKR2011B12249, 1 000 000
 SNDKR2011B12246, 1 000 000TOUBA KANEL IMPORT EXPORT MULTISERVICES SUARL,19/09/2011,CITE AFRICA OUAKAM N°31,S.U.A.R.L,COMMERCE,http://www.creationdentreprise.sn/touba-kanel-import-export-multiservices-suarl, SNDKR2011B12246, 1 000 000
 SNDKR2011B12116, 1 000 000AITSAHED TECHNOLOGIES SARL - A.S.T SARL,15/09/2011,DAKAR SEBIKHOTANE QUARTIER...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),MATERIELS ELECTRIQUES,http://www.creationdentreprise.sn/aitsahed-technologies-sarl-ast-sarl, SNDKR2011B12116, 1 000 000
 SNDKR2011B12111, 1 000 000EMINENCE COMMUNICATION SARL,15/09/2011,DAKAR SACRE COEUR...,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMUNICATION,http://www.creationdentreprise.sn/eminence-communication-sarl, SNDKR2011B12111, 1 000 000
 SNDKR2011B12069, 9 000 000TIGERIRON AFRIQUE SARL,14/09/2011,71 AVENUE PEYTAVIN 4EME ETAGE,SOCIETE A RESPONSABILITE LIMITE (S.A.R.L),COMMERCE,http://www.creationdentreprise.sn/tigeriron-afrique-sarl, SNDKR2011B12069, 9 000 000
